	RowInd	ColInd	GridLat	GridLong
co5832402	1350.0	402.0	-22.54166603088379	-146.4583282470703
co5832414	1350.0	414.0	-22.54166603088379	-145.4583282470703
co5832426	1350.0	426.0	-22.54166603088379	-144.4583282470703
co5832438	1350.0	438.0	-22.54166603088379	-143.4583282470703
co5832450	1350.0	450.0	-22.54166603088379	-142.4583282470703
co5832462	1350.0	462.0	-22.54166603088379	-141.4583282470703
co5832474	1350.0	474.0	-22.54166603088379	-140.4583282470703
co5832486	1350.0	486.0	-22.54166603088379	-139.4583282470703
co5832498	1350.0	498.0	-22.54166603088379	-138.4583282470703
co5832510	1350.0	510.0	-22.54166603088379	-137.4583282470703
co5832522	1350.0	522.0	-22.54166603088379	-136.4583282470703
co5832534	1350.0	534.0	-22.54166603088379	-135.4583282470703
co5832546	1350.0	546.0	-22.54166603088379	-134.4583282470703
co5832558	1350.0	558.0	-22.54166603088379	-133.4583282470703
co5832570	1350.0	570.0	-22.54166603088379	-132.4583282470703
co5832582	1350.0	582.0	-22.54166603088379	-131.4583282470703
co5832594	1350.0	594.0	-22.54166603088379	-130.4583282470703
co5832606	1350.0	606.0	-22.54166603088379	-129.4583282470703
co5832618	1350.0	618.0	-22.54166603088379	-128.4583282470703
co5832630	1350.0	630.0	-22.54166603088379	-127.45833587646484
co5832642	1350.0	642.0	-22.54166603088379	-126.45833587646484
co5832654	1350.0	654.0	-22.54166603088379	-125.45833587646484
co5832666	1350.0	666.0	-22.54166603088379	-124.45833587646484
co5832678	1350.0	678.0	-22.54166603088379	-123.45833587646484
co5832690	1350.0	690.0	-22.54166603088379	-122.45833587646484
co5832702	1350.0	702.0	-22.54166603088379	-121.45833587646484
co5832714	1350.0	714.0	-22.54166603088379	-120.45833587646484
co5832726	1350.0	726.0	-22.54166603088379	-119.45833587646484
co5832738	1350.0	738.0	-22.54166603088379	-118.45833587646484
co5832750	1350.0	750.0	-22.54166603088379	-117.45833587646484
co5832762	1350.0	762.0	-22.54166603088379	-116.45833587646484
co5832774	1350.0	774.0	-22.54166603088379	-115.45833587646484
co5832786	1350.0	786.0	-22.54166603088379	-114.45833587646484
co5832798	1350.0	798.0	-22.54166603088379	-113.45833587646484
co5832810	1350.0	810.0	-22.54166603088379	-112.45833587646484
co5832822	1350.0	822.0	-22.54166603088379	-111.45833587646484
co5832834	1350.0	834.0	-22.54166603088379	-110.45833587646484
co5832846	1350.0	846.0	-22.54166603088379	-109.45833587646484
co5832858	1350.0	858.0	-22.54166603088379	-108.45833587646484
co5832870	1350.0	870.0	-22.54166603088379	-107.45833587646484
co5832882	1350.0	882.0	-22.54166603088379	-106.45833587646484
co5832894	1350.0	894.0	-22.54166603088379	-105.45833587646484
co5832906	1350.0	906.0	-22.54166603088379	-104.45833587646484
co5832918	1350.0	918.0	-22.54166603088379	-103.45833587646484
co5832930	1350.0	930.0	-22.54166603088379	-102.45833587646484
co5832942	1350.0	942.0	-22.54166603088379	-101.45833587646484
co5832954	1350.0	954.0	-22.54166603088379	-100.45833587646484
co5832966	1350.0	966.0	-22.54166603088379	-99.45833587646484
co5832978	1350.0	978.0	-22.54166603088379	-98.45833587646484
co5832990	1350.0	990.0	-22.54166603088379	-97.45833587646484
co5833002	1350.0	1002.0	-22.54166603088379	-96.45833587646484
co5833014	1350.0	1014.0	-22.54166603088379	-95.45833587646484
co5833026	1350.0	1026.0	-22.54166603088379	-94.45833587646484
co5833038	1350.0	1038.0	-22.54166603088379	-93.45833587646484
co5833050	1350.0	1050.0	-22.54166603088379	-92.45833587646484
co5833062	1350.0	1062.0	-22.54166603088379	-91.45833587646484
co5833074	1350.0	1074.0	-22.54166603088379	-90.45833587646484
co5833086	1350.0	1086.0	-22.54166603088379	-89.45833587646484
co5833098	1350.0	1098.0	-22.54166603088379	-88.45833587646484
co5833110	1350.0	1110.0	-22.54166603088379	-87.45833587646484
co5833122	1350.0	1122.0	-22.54166603088379	-86.45833587646484
co5833134	1350.0	1134.0	-22.54166603088379	-85.45833587646484
co5833146	1350.0	1146.0	-22.54166603088379	-84.45833587646484
co5833158	1350.0	1158.0	-22.54166603088379	-83.45833587646484
co5833170	1350.0	1170.0	-22.54166603088379	-82.45833587646484
co5833182	1350.0	1182.0	-22.54166603088379	-81.45833587646484
co5833194	1350.0	1194.0	-22.54166603088379	-80.45833587646484
co5833206	1350.0	1206.0	-22.54166603088379	-79.45833587646484
co5833218	1350.0	1218.0	-22.54166603088379	-78.45833587646484
co5833230	1350.0	1230.0	-22.54166603088379	-77.45833587646484
co5833242	1350.0	1242.0	-22.54166603088379	-76.45833587646484
co5833254	1350.0	1254.0	-22.54166603088379	-75.45833587646484
co5833266	1350.0	1266.0	-22.54166603088379	-74.45833587646484
co5833278	1350.0	1278.0	-22.54166603088379	-73.45833587646484
co5833290	1350.0	1290.0	-22.54166603088379	-72.45833587646484
co5833302	1350.0	1302.0	-22.54166603088379	-71.45833587646484
co5833314	1350.0	1314.0	-22.54166603088379	-70.45833587646484
co5833326	1350.0	1326.0	-22.54166603088379	-69.45833587646484
co5833338	1350.0	1338.0	-22.54166603088379	-68.45833587646484
co5833350	1350.0	1350.0	-22.54166603088379	-67.45833587646484
co5833362	1350.0	1362.0	-22.54166603088379	-66.45833587646484
co5833374	1350.0	1374.0	-22.54166603088379	-65.45833587646484
co5833386	1350.0	1386.0	-22.54166603088379	-64.45833587646484
co5833398	1350.0	1398.0	-22.54166603088379	-63.45833206176758
co5833410	1350.0	1410.0	-22.54166603088379	-62.45833206176758
co5833422	1350.0	1422.0	-22.54166603088379	-61.45833206176758
co5833434	1350.0	1434.0	-22.54166603088379	-60.45833206176758
co5833446	1350.0	1446.0	-22.54166603088379	-59.45833206176758
co5833458	1350.0	1458.0	-22.54166603088379	-58.45833206176758
co5833470	1350.0	1470.0	-22.54166603088379	-57.45833206176758
co5833482	1350.0	1482.0	-22.54166603088379	-56.45833206176758
co5833494	1350.0	1494.0	-22.54166603088379	-55.45833206176758
co5833506	1350.0	1506.0	-22.54166603088379	-54.45833206176758
co5833518	1350.0	1518.0	-22.54166603088379	-53.45833206176758
co5833530	1350.0	1530.0	-22.54166603088379	-52.45833206176758
co5833542	1350.0	1542.0	-22.54166603088379	-51.45833206176758
co5833554	1350.0	1554.0	-22.54166603088379	-50.45833206176758
co5833566	1350.0	1566.0	-22.54166603088379	-49.45833206176758
co5833578	1350.0	1578.0	-22.54166603088379	-48.45833206176758
co5833590	1350.0	1590.0	-22.54166603088379	-47.45833206176758
co5833602	1350.0	1602.0	-22.54166603088379	-46.45833206176758
co5833614	1350.0	1614.0	-22.54166603088379	-45.45833206176758
co5833626	1350.0	1626.0	-22.54166603088379	-44.45833206176758
co5833638	1350.0	1638.0	-22.54166603088379	-43.45833206176758
co5833650	1350.0	1650.0	-22.54166603088379	-42.45833206176758
co5833662	1350.0	1662.0	-22.54166603088379	-41.45833206176758
co5833674	1350.0	1674.0	-22.54166603088379	-40.45833206176758
co5833686	1350.0	1686.0	-22.54166603088379	-39.45833206176758
co5833698	1350.0	1698.0	-22.54166603088379	-38.45833206176758
co5833710	1350.0	1710.0	-22.54166603088379	-37.45833206176758
co5833722	1350.0	1722.0	-22.54166603088379	-36.45833206176758
co5833734	1350.0	1734.0	-22.54166603088379	-35.45833206176758
co5833746	1350.0	1746.0	-22.54166603088379	-34.45833206176758
co5833758	1350.0	1758.0	-22.54166603088379	-33.45833206176758
co5833770	1350.0	1770.0	-22.54166603088379	-32.45833206176758
co5833782	1350.0	1782.0	-22.54166603088379	-31.45833396911621
co5833794	1350.0	1794.0	-22.54166603088379	-30.45833396911621
co5833806	1350.0	1806.0	-22.54166603088379	-29.45833396911621
co5833818	1350.0	1818.0	-22.54166603088379	-28.45833396911621
co5833830	1350.0	1830.0	-22.54166603088379	-27.45833396911621
co5833842	1350.0	1842.0	-22.54166603088379	-26.45833396911621
co5833854	1350.0	1854.0	-22.54166603088379	-25.45833396911621
co5833866	1350.0	1866.0	-22.54166603088379	-24.45833396911621
co5833878	1350.0	1878.0	-22.54166603088379	-23.45833396911621
co5833890	1350.0	1890.0	-22.54166603088379	-22.45833396911621
co5833902	1350.0	1902.0	-22.54166603088379	-21.45833396911621
co5833914	1350.0	1914.0	-22.54166603088379	-20.45833396911621
co5833926	1350.0	1926.0	-22.54166603088379	-19.45833396911621
co5833938	1350.0	1938.0	-22.54166603088379	-18.45833396911621
co5833950	1350.0	1950.0	-22.54166603088379	-17.45833396911621
co5833962	1350.0	1962.0	-22.54166603088379	-16.45833396911621
co5833974	1350.0	1974.0	-22.54166603088379	-15.458333015441895
co5833986	1350.0	1986.0	-22.54166603088379	-14.458333015441895
co5833998	1350.0	1998.0	-22.54166603088379	-13.458333015441895
co5834010	1350.0	2010.0	-22.54166603088379	-12.458333015441895
co5834022	1350.0	2022.0	-22.54166603088379	-11.458333015441895
co5834034	1350.0	2034.0	-22.54166603088379	-10.458333015441895
co5834046	1350.0	2046.0	-22.54166603088379	-9.458333015441895
co5834058	1350.0	2058.0	-22.54166603088379	-8.458333015441895
co5834070	1350.0	2070.0	-22.54166603088379	-7.458333492279053
co5834082	1350.0	2082.0	-22.54166603088379	-6.458333492279053
co5834094	1350.0	2094.0	-22.54166603088379	-5.458333492279053
co5834106	1350.0	2106.0	-22.54166603088379	-4.458333492279053
co5834118	1350.0	2118.0	-22.54166603088379	-3.4583332538604736
co5834130	1350.0	2130.0	-22.54166603088379	-2.4583332538604736
co5834142	1350.0	2142.0	-22.54166603088379	-1.4583333730697632
co5834154	1350.0	2154.0	-22.54166603088379	-0.4583333432674408
co5834166	1350.0	2166.0	-22.54166603088379	0.5416666865348816
co5834178	1350.0	2178.0	-22.54166603088379	1.5416666269302368
co5834190	1350.0	2190.0	-22.54166603088379	2.5416667461395264
co5834202	1350.0	2202.0	-22.54166603088379	3.5416667461395264
co5834214	1350.0	2214.0	-22.54166603088379	4.541666507720947
co5834226	1350.0	2226.0	-22.54166603088379	5.541666507720947
co5834238	1350.0	2238.0	-22.54166603088379	6.541666507720947
co5834250	1350.0	2250.0	-22.54166603088379	7.541666507720947
co5834262	1350.0	2262.0	-22.54166603088379	8.541666984558105
co5834274	1350.0	2274.0	-22.54166603088379	9.541666984558105
co5834286	1350.0	2286.0	-22.54166603088379	10.541666984558105
co5834298	1350.0	2298.0	-22.54166603088379	11.541666984558105
co5834310	1350.0	2310.0	-22.54166603088379	12.541666984558105
co5834322	1350.0	2322.0	-22.54166603088379	13.541666984558105
co5834334	1350.0	2334.0	-22.54166603088379	14.541666984558105
co5834346	1350.0	2346.0	-22.54166603088379	15.541666984558105
co5834358	1350.0	2358.0	-22.54166603088379	16.54166603088379
co5834370	1350.0	2370.0	-22.54166603088379	17.54166603088379
co5834382	1350.0	2382.0	-22.54166603088379	18.54166603088379
co5834394	1350.0	2394.0	-22.54166603088379	19.54166603088379
co5834406	1350.0	2406.0	-22.54166603088379	20.54166603088379
co5834418	1350.0	2418.0	-22.54166603088379	21.54166603088379
co5834430	1350.0	2430.0	-22.54166603088379	22.54166603088379
co5834442	1350.0	2442.0	-22.54166603088379	23.54166603088379
co5834454	1350.0	2454.0	-22.54166603088379	24.54166603088379
co5834466	1350.0	2466.0	-22.54166603088379	25.54166603088379
co5834478	1350.0	2478.0	-22.54166603088379	26.54166603088379
co5834490	1350.0	2490.0	-22.54166603088379	27.54166603088379
co5834502	1350.0	2502.0	-22.54166603088379	28.54166603088379
co5834514	1350.0	2514.0	-22.54166603088379	29.54166603088379
co5834526	1350.0	2526.0	-22.54166603088379	30.54166603088379
co5834538	1350.0	2538.0	-22.54166603088379	31.54166603088379
co5834550	1350.0	2550.0	-22.54166603088379	32.54166793823242
co5834562	1350.0	2562.0	-22.54166603088379	33.54166793823242
co5834574	1350.0	2574.0	-22.54166603088379	34.54166793823242
co5834586	1350.0	2586.0	-22.54166603088379	35.54166793823242
co5834598	1350.0	2598.0	-22.54166603088379	36.54166793823242
co5834610	1350.0	2610.0	-22.54166603088379	37.54166793823242
co5834622	1350.0	2622.0	-22.54166603088379	38.54166793823242
co5834634	1350.0	2634.0	-22.54166603088379	39.54166793823242
co5834646	1350.0	2646.0	-22.54166603088379	40.54166793823242
co5834658	1350.0	2658.0	-22.54166603088379	41.54166793823242
co5834670	1350.0	2670.0	-22.54166603088379	42.54166793823242
co5834682	1350.0	2682.0	-22.54166603088379	43.54166793823242
co5834694	1350.0	2694.0	-22.54166603088379	44.54166793823242
co5834706	1350.0	2706.0	-22.54166603088379	45.54166793823242
co5834718	1350.0	2718.0	-22.54166603088379	46.54166793823242
co5834730	1350.0	2730.0	-22.54166603088379	47.54166793823242
co5834742	1350.0	2742.0	-22.54166603088379	48.54166793823242
co5834754	1350.0	2754.0	-22.54166603088379	49.54166793823242
co5834766	1350.0	2766.0	-22.54166603088379	50.54166793823242
co5834778	1350.0	2778.0	-22.54166603088379	51.54166793823242
co5834790	1350.0	2790.0	-22.54166603088379	52.54166793823242
co5834802	1350.0	2802.0	-22.54166603088379	53.54166793823242
co5834814	1350.0	2814.0	-22.54166603088379	54.54166793823242
co5834826	1350.0	2826.0	-22.54166603088379	55.54166793823242
co5834838	1350.0	2838.0	-22.54166603088379	56.54166793823242
co5834850	1350.0	2850.0	-22.54166603088379	57.54166793823242
co5834862	1350.0	2862.0	-22.54166603088379	58.54166793823242
co5834874	1350.0	2874.0	-22.54166603088379	59.54166793823242
co5834886	1350.0	2886.0	-22.54166603088379	60.54166793823242
co5834898	1350.0	2898.0	-22.54166603088379	61.54166793823242
co5834910	1350.0	2910.0	-22.54166603088379	62.54166793823242
co5834922	1350.0	2922.0	-22.54166603088379	63.54166793823242
co5834934	1350.0	2934.0	-22.54166603088379	64.54166412353516
co5834946	1350.0	2946.0	-22.54166603088379	65.54166412353516
co5834958	1350.0	2958.0	-22.54166603088379	66.54166412353516
co5834970	1350.0	2970.0	-22.54166603088379	67.54166412353516
co5834982	1350.0	2982.0	-22.54166603088379	68.54166412353516
co5834994	1350.0	2994.0	-22.54166603088379	69.54166412353516
co5835006	1350.0	3006.0	-22.54166603088379	70.54166412353516
co5835018	1350.0	3018.0	-22.54166603088379	71.54166412353516
co5835030	1350.0	3030.0	-22.54166603088379	72.54166412353516
co5835042	1350.0	3042.0	-22.54166603088379	73.54166412353516
co5835054	1350.0	3054.0	-22.54166603088379	74.54166412353516
co5835066	1350.0	3066.0	-22.54166603088379	75.54166412353516
co5835078	1350.0	3078.0	-22.54166603088379	76.54166412353516
co5835090	1350.0	3090.0	-22.54166603088379	77.54166412353516
co5835102	1350.0	3102.0	-22.54166603088379	78.54166412353516
co5835114	1350.0	3114.0	-22.54166603088379	79.54166412353516
co5835126	1350.0	3126.0	-22.54166603088379	80.54166412353516
co5835138	1350.0	3138.0	-22.54166603088379	81.54166412353516
co5835150	1350.0	3150.0	-22.54166603088379	82.54166412353516
co5835162	1350.0	3162.0	-22.54166603088379	83.54166412353516
co5835174	1350.0	3174.0	-22.54166603088379	84.54166412353516
co5835186	1350.0	3186.0	-22.54166603088379	85.54166412353516
co5835198	1350.0	3198.0	-22.54166603088379	86.54166412353516
co5835210	1350.0	3210.0	-22.54166603088379	87.54166412353516
co5835222	1350.0	3222.0	-22.54166603088379	88.54166412353516
co5835234	1350.0	3234.0	-22.54166603088379	89.54166412353516
co5835246	1350.0	3246.0	-22.54166603088379	90.54166412353516
co5835258	1350.0	3258.0	-22.54166603088379	91.54166412353516
co5835270	1350.0	3270.0	-22.54166603088379	92.54166412353516
co5835282	1350.0	3282.0	-22.54166603088379	93.54166412353516
co5835294	1350.0	3294.0	-22.54166603088379	94.54166412353516
co5835306	1350.0	3306.0	-22.54166603088379	95.54166412353516
co5835318	1350.0	3318.0	-22.54166603088379	96.54166412353516
co5835330	1350.0	3330.0	-22.54166603088379	97.54166412353516
co5835342	1350.0	3342.0	-22.54166603088379	98.54166412353516
co5835354	1350.0	3354.0	-22.54166603088379	99.54166412353516
co5835366	1350.0	3366.0	-22.54166603088379	100.54166412353516
co5835378	1350.0	3378.0	-22.54166603088379	101.54166412353516
co5835390	1350.0	3390.0	-22.54166603088379	102.54166412353516
co5835402	1350.0	3402.0	-22.54166603088379	103.54166412353516
co5835414	1350.0	3414.0	-22.54166603088379	104.54166412353516
co5835426	1350.0	3426.0	-22.54166603088379	105.54166412353516
co5835438	1350.0	3438.0	-22.54166603088379	106.54166412353516
co5835450	1350.0	3450.0	-22.54166603088379	107.54166412353516
co5835462	1350.0	3462.0	-22.54166603088379	108.54166412353516
co5835474	1350.0	3474.0	-22.54166603088379	109.54166412353516
co5835486	1350.0	3486.0	-22.54166603088379	110.54166412353516
co5835498	1350.0	3498.0	-22.54166603088379	111.54166412353516
co5835510	1350.0	3510.0	-22.54166603088379	112.54166412353516
co5835522	1350.0	3522.0	-22.54166603088379	113.54166412353516
co5835534	1350.0	3534.0	-22.54166603088379	114.54166412353516
co5835546	1350.0	3546.0	-22.54166603088379	115.54166412353516
co5835558	1350.0	3558.0	-22.54166603088379	116.54166412353516
co5835570	1350.0	3570.0	-22.54166603088379	117.54166412353516
co5835582	1350.0	3582.0	-22.54166603088379	118.54166412353516
co5835594	1350.0	3594.0	-22.54166603088379	119.54166412353516
co5835606	1350.0	3606.0	-22.54166603088379	120.54166412353516
co5835618	1350.0	3618.0	-22.54166603088379	121.54166412353516
co5835630	1350.0	3630.0	-22.54166603088379	122.54166412353516
co5835642	1350.0	3642.0	-22.54166603088379	123.54166412353516
co5835654	1350.0	3654.0	-22.54166603088379	124.54166412353516
co5835666	1350.0	3666.0	-22.54166603088379	125.54166412353516
co5835678	1350.0	3678.0	-22.54166603088379	126.54166412353516
co5835690	1350.0	3690.0	-22.54166603088379	127.54166412353516
co5835702	1350.0	3702.0	-22.54166603088379	128.5416717529297
co5835714	1350.0	3714.0	-22.54166603088379	129.5416717529297
co5835726	1350.0	3726.0	-22.54166603088379	130.5416717529297
co5835738	1350.0	3738.0	-22.54166603088379	131.5416717529297
co5835750	1350.0	3750.0	-22.54166603088379	132.5416717529297
co5835762	1350.0	3762.0	-22.54166603088379	133.5416717529297
co5835774	1350.0	3774.0	-22.54166603088379	134.5416717529297
co5835786	1350.0	3786.0	-22.54166603088379	135.5416717529297
co5835798	1350.0	3798.0	-22.54166603088379	136.5416717529297
co5835810	1350.0	3810.0	-22.54166603088379	137.5416717529297
co5835822	1350.0	3822.0	-22.54166603088379	138.5416717529297
co5835834	1350.0	3834.0	-22.54166603088379	139.5416717529297
co5835846	1350.0	3846.0	-22.54166603088379	140.5416717529297
co5835858	1350.0	3858.0	-22.54166603088379	141.5416717529297
co5835870	1350.0	3870.0	-22.54166603088379	142.5416717529297
co5835882	1350.0	3882.0	-22.54166603088379	143.5416717529297
co5835894	1350.0	3894.0	-22.54166603088379	144.5416717529297
co5835906	1350.0	3906.0	-22.54166603088379	145.5416717529297
co5835918	1350.0	3918.0	-22.54166603088379	146.5416717529297
co5835930	1350.0	3930.0	-22.54166603088379	147.5416717529297
co5835942	1350.0	3942.0	-22.54166603088379	148.5416717529297
co5835954	1350.0	3954.0	-22.54166603088379	149.5416717529297
co5835966	1350.0	3966.0	-22.54166603088379	150.5416717529297
co5835978	1350.0	3978.0	-22.54166603088379	151.5416717529297
co5835990	1350.0	3990.0	-22.54166603088379	152.5416717529297
co5836002	1350.0	4002.0	-22.54166603088379	153.5416717529297
co5836014	1350.0	4014.0	-22.54166603088379	154.5416717529297
co5836026	1350.0	4026.0	-22.54166603088379	155.5416717529297
co5836038	1350.0	4038.0	-22.54166603088379	156.5416717529297
co5836050	1350.0	4050.0	-22.54166603088379	157.5416717529297
co5836062	1350.0	4062.0	-22.54166603088379	158.5416717529297
co5836074	1350.0	4074.0	-22.54166603088379	159.5416717529297
co5836086	1350.0	4086.0	-22.54166603088379	160.5416717529297
co5836098	1350.0	4098.0	-22.54166603088379	161.5416717529297
co5836110	1350.0	4110.0	-22.54166603088379	162.5416717529297
co5836122	1350.0	4122.0	-22.54166603088379	163.5416717529297
co5836134	1350.0	4134.0	-22.54166603088379	164.5416717529297
co5836146	1350.0	4146.0	-22.54166603088379	165.5416717529297
co5836158	1350.0	4158.0	-22.54166603088379	166.5416717529297
co5836170	1350.0	4170.0	-22.54166603088379	167.5416717529297
co5836182	1350.0	4182.0	-22.54166603088379	168.5416717529297
co5836194	1350.0	4194.0	-22.54166603088379	169.5416717529297
co5836206	1350.0	4206.0	-22.54166603088379	170.5416717529297
co5836218	1350.0	4218.0	-22.54166603088379	171.5416717529297
co5836230	1350.0	4230.0	-22.54166603088379	172.5416717529297
co5836242	1350.0	4242.0	-22.54166603088379	173.5416717529297
co5836254	1350.0	4254.0	-22.54166603088379	174.5416717529297
co5836266	1350.0	4266.0	-22.54166603088379	175.5416717529297
co5836278	1350.0	4278.0	-22.54166603088379	176.5416717529297
co5836290	1350.0	4290.0	-22.54166603088379	177.5416717529297
co5836302	1350.0	4302.0	-22.54166603088379	178.5416717529297
co5836314	1350.0	4314.0	-22.54166603088379	179.5416717529297
co5883846	1362.0	6.0	-23.54166603088379	-179.4583282470703
co5883858	1362.0	18.0	-23.54166603088379	-178.4583282470703
co5883870	1362.0	30.0	-23.54166603088379	-177.4583282470703
co5883882	1362.0	42.0	-23.54166603088379	-176.4583282470703
co5883894	1362.0	54.0	-23.54166603088379	-175.4583282470703
co5883906	1362.0	66.0	-23.54166603088379	-174.4583282470703
co5883918	1362.0	78.0	-23.54166603088379	-173.4583282470703
co5883930	1362.0	90.0	-23.54166603088379	-172.4583282470703
co5883942	1362.0	102.0	-23.54166603088379	-171.4583282470703
co5883954	1362.0	114.0	-23.54166603088379	-170.4583282470703
co5883966	1362.0	126.0	-23.54166603088379	-169.4583282470703
co5883978	1362.0	138.0	-23.54166603088379	-168.4583282470703
co5883990	1362.0	150.0	-23.54166603088379	-167.4583282470703
co5884002	1362.0	162.0	-23.54166603088379	-166.4583282470703
co5884014	1362.0	174.0	-23.54166603088379	-165.4583282470703
co5884026	1362.0	186.0	-23.54166603088379	-164.4583282470703
co5884038	1362.0	198.0	-23.54166603088379	-163.4583282470703
co5884050	1362.0	210.0	-23.54166603088379	-162.4583282470703
co5884062	1362.0	222.0	-23.54166603088379	-161.4583282470703
co5884074	1362.0	234.0	-23.54166603088379	-160.4583282470703
co5884086	1362.0	246.0	-23.54166603088379	-159.4583282470703
co5884098	1362.0	258.0	-23.54166603088379	-158.4583282470703
co5884110	1362.0	270.0	-23.54166603088379	-157.4583282470703
co5884122	1362.0	282.0	-23.54166603088379	-156.4583282470703
co5884134	1362.0	294.0	-23.54166603088379	-155.4583282470703
co5884146	1362.0	306.0	-23.54166603088379	-154.4583282470703
co5884158	1362.0	318.0	-23.54166603088379	-153.4583282470703
co5884170	1362.0	330.0	-23.54166603088379	-152.4583282470703
co5884182	1362.0	342.0	-23.54166603088379	-151.4583282470703
co5884194	1362.0	354.0	-23.54166603088379	-150.4583282470703
co5884206	1362.0	366.0	-23.54166603088379	-149.4583282470703
co5884218	1362.0	378.0	-23.54166603088379	-148.4583282470703
co5884230	1362.0	390.0	-23.54166603088379	-147.4583282470703
co5884242	1362.0	402.0	-23.54166603088379	-146.4583282470703
co5884254	1362.0	414.0	-23.54166603088379	-145.4583282470703
co5884266	1362.0	426.0	-23.54166603088379	-144.4583282470703
co5884278	1362.0	438.0	-23.54166603088379	-143.4583282470703
co5884290	1362.0	450.0	-23.54166603088379	-142.4583282470703
co5884302	1362.0	462.0	-23.54166603088379	-141.4583282470703
co5884314	1362.0	474.0	-23.54166603088379	-140.4583282470703
co5884326	1362.0	486.0	-23.54166603088379	-139.4583282470703
co5884338	1362.0	498.0	-23.54166603088379	-138.4583282470703
co5884350	1362.0	510.0	-23.54166603088379	-137.4583282470703
co5884362	1362.0	522.0	-23.54166603088379	-136.4583282470703
co5884374	1362.0	534.0	-23.54166603088379	-135.4583282470703
co5884386	1362.0	546.0	-23.54166603088379	-134.4583282470703
co5884398	1362.0	558.0	-23.54166603088379	-133.4583282470703
co5884410	1362.0	570.0	-23.54166603088379	-132.4583282470703
co5884422	1362.0	582.0	-23.54166603088379	-131.4583282470703
co5884434	1362.0	594.0	-23.54166603088379	-130.4583282470703
co5884446	1362.0	606.0	-23.54166603088379	-129.4583282470703
co5884458	1362.0	618.0	-23.54166603088379	-128.4583282470703
co5884470	1362.0	630.0	-23.54166603088379	-127.45833587646484
co5884482	1362.0	642.0	-23.54166603088379	-126.45833587646484
co5884494	1362.0	654.0	-23.54166603088379	-125.45833587646484
co5884506	1362.0	666.0	-23.54166603088379	-124.45833587646484
co5884518	1362.0	678.0	-23.54166603088379	-123.45833587646484
co5884530	1362.0	690.0	-23.54166603088379	-122.45833587646484
co5884542	1362.0	702.0	-23.54166603088379	-121.45833587646484
co5884554	1362.0	714.0	-23.54166603088379	-120.45833587646484
co5884566	1362.0	726.0	-23.54166603088379	-119.45833587646484
co5884578	1362.0	738.0	-23.54166603088379	-118.45833587646484
co5884590	1362.0	750.0	-23.54166603088379	-117.45833587646484
co5884602	1362.0	762.0	-23.54166603088379	-116.45833587646484
co5884614	1362.0	774.0	-23.54166603088379	-115.45833587646484
co5884626	1362.0	786.0	-23.54166603088379	-114.45833587646484
co5884638	1362.0	798.0	-23.54166603088379	-113.45833587646484
co5884650	1362.0	810.0	-23.54166603088379	-112.45833587646484
co5884662	1362.0	822.0	-23.54166603088379	-111.45833587646484
co5884674	1362.0	834.0	-23.54166603088379	-110.45833587646484
co5884686	1362.0	846.0	-23.54166603088379	-109.45833587646484
co5884698	1362.0	858.0	-23.54166603088379	-108.45833587646484
co5884710	1362.0	870.0	-23.54166603088379	-107.45833587646484
co5884722	1362.0	882.0	-23.54166603088379	-106.45833587646484
co5884734	1362.0	894.0	-23.54166603088379	-105.45833587646484
co5884746	1362.0	906.0	-23.54166603088379	-104.45833587646484
co5884758	1362.0	918.0	-23.54166603088379	-103.45833587646484
co5884770	1362.0	930.0	-23.54166603088379	-102.45833587646484
co5884782	1362.0	942.0	-23.54166603088379	-101.45833587646484
co5884794	1362.0	954.0	-23.54166603088379	-100.45833587646484
co5884806	1362.0	966.0	-23.54166603088379	-99.45833587646484
co5884818	1362.0	978.0	-23.54166603088379	-98.45833587646484
co5884830	1362.0	990.0	-23.54166603088379	-97.45833587646484
co5884842	1362.0	1002.0	-23.54166603088379	-96.45833587646484
co5884854	1362.0	1014.0	-23.54166603088379	-95.45833587646484
co5884866	1362.0	1026.0	-23.54166603088379	-94.45833587646484
co5884878	1362.0	1038.0	-23.54166603088379	-93.45833587646484
co5884890	1362.0	1050.0	-23.54166603088379	-92.45833587646484
co5884902	1362.0	1062.0	-23.54166603088379	-91.45833587646484
co5884914	1362.0	1074.0	-23.54166603088379	-90.45833587646484
co5884926	1362.0	1086.0	-23.54166603088379	-89.45833587646484
co5884938	1362.0	1098.0	-23.54166603088379	-88.45833587646484
co5884950	1362.0	1110.0	-23.54166603088379	-87.45833587646484
co5884962	1362.0	1122.0	-23.54166603088379	-86.45833587646484
co5884974	1362.0	1134.0	-23.54166603088379	-85.45833587646484
co5884986	1362.0	1146.0	-23.54166603088379	-84.45833587646484
co5884998	1362.0	1158.0	-23.54166603088379	-83.45833587646484
co5885010	1362.0	1170.0	-23.54166603088379	-82.45833587646484
co5885022	1362.0	1182.0	-23.54166603088379	-81.45833587646484
co5885034	1362.0	1194.0	-23.54166603088379	-80.45833587646484
co5885046	1362.0	1206.0	-23.54166603088379	-79.45833587646484
co5885058	1362.0	1218.0	-23.54166603088379	-78.45833587646484
co5885070	1362.0	1230.0	-23.54166603088379	-77.45833587646484
co5885082	1362.0	1242.0	-23.54166603088379	-76.45833587646484
co5885094	1362.0	1254.0	-23.54166603088379	-75.45833587646484
