	RowInd	ColInd	GridLat	GridLong
co79146	18.0	1386.0	88.45833587646484	-64.45833587646484
co79158	18.0	1398.0	88.45833587646484	-63.45833206176758
co79170	18.0	1410.0	88.45833587646484	-62.45833206176758
co79182	18.0	1422.0	88.45833587646484	-61.45833206176758
co79194	18.0	1434.0	88.45833587646484	-60.45833206176758
co79206	18.0	1446.0	88.45833587646484	-59.45833206176758
co79218	18.0	1458.0	88.45833587646484	-58.45833206176758
co79230	18.0	1470.0	88.45833587646484	-57.45833206176758
co79242	18.0	1482.0	88.45833587646484	-56.45833206176758
co79254	18.0	1494.0	88.45833587646484	-55.45833206176758
co79266	18.0	1506.0	88.45833587646484	-54.45833206176758
co79278	18.0	1518.0	88.45833587646484	-53.45833206176758
co79290	18.0	1530.0	88.45833587646484	-52.45833206176758
co79302	18.0	1542.0	88.45833587646484	-51.45833206176758
co79314	18.0	1554.0	88.45833587646484	-50.45833206176758
co79326	18.0	1566.0	88.45833587646484	-49.45833206176758
co79338	18.0	1578.0	88.45833587646484	-48.45833206176758
co79350	18.0	1590.0	88.45833587646484	-47.45833206176758
co79362	18.0	1602.0	88.45833587646484	-46.45833206176758
co79374	18.0	1614.0	88.45833587646484	-45.45833206176758
co79386	18.0	1626.0	88.45833587646484	-44.45833206176758
co79398	18.0	1638.0	88.45833587646484	-43.45833206176758
co79410	18.0	1650.0	88.45833587646484	-42.45833206176758
co79422	18.0	1662.0	88.45833587646484	-41.45833206176758
co79434	18.0	1674.0	88.45833587646484	-40.45833206176758
co79446	18.0	1686.0	88.45833587646484	-39.45833206176758
co79458	18.0	1698.0	88.45833587646484	-38.45833206176758
co79470	18.0	1710.0	88.45833587646484	-37.45833206176758
co79482	18.0	1722.0	88.45833587646484	-36.45833206176758
co79494	18.0	1734.0	88.45833587646484	-35.45833206176758
co79506	18.0	1746.0	88.45833587646484	-34.45833206176758
co79518	18.0	1758.0	88.45833587646484	-33.45833206176758
co79530	18.0	1770.0	88.45833587646484	-32.45833206176758
co79542	18.0	1782.0	88.45833587646484	-31.45833396911621
co79554	18.0	1794.0	88.45833587646484	-30.45833396911621
co79566	18.0	1806.0	88.45833587646484	-29.45833396911621
co79578	18.0	1818.0	88.45833587646484	-28.45833396911621
co79590	18.0	1830.0	88.45833587646484	-27.45833396911621
co79602	18.0	1842.0	88.45833587646484	-26.45833396911621
co79614	18.0	1854.0	88.45833587646484	-25.45833396911621
co79626	18.0	1866.0	88.45833587646484	-24.45833396911621
co79638	18.0	1878.0	88.45833587646484	-23.45833396911621
co79650	18.0	1890.0	88.45833587646484	-22.45833396911621
co79662	18.0	1902.0	88.45833587646484	-21.45833396911621
co79674	18.0	1914.0	88.45833587646484	-20.45833396911621
co79686	18.0	1926.0	88.45833587646484	-19.45833396911621
co79698	18.0	1938.0	88.45833587646484	-18.45833396911621
co79710	18.0	1950.0	88.45833587646484	-17.45833396911621
co79722	18.0	1962.0	88.45833587646484	-16.45833396911621
co79734	18.0	1974.0	88.45833587646484	-15.458333015441895
co79746	18.0	1986.0	88.45833587646484	-14.458333015441895
co79758	18.0	1998.0	88.45833587646484	-13.458333015441895
co79770	18.0	2010.0	88.45833587646484	-12.458333015441895
co79782	18.0	2022.0	88.45833587646484	-11.458333015441895
co79794	18.0	2034.0	88.45833587646484	-10.458333015441895
co79806	18.0	2046.0	88.45833587646484	-9.458333015441895
co79818	18.0	2058.0	88.45833587646484	-8.458333015441895
co79830	18.0	2070.0	88.45833587646484	-7.458333492279053
co79842	18.0	2082.0	88.45833587646484	-6.458333492279053
co79854	18.0	2094.0	88.45833587646484	-5.458333492279053
co79866	18.0	2106.0	88.45833587646484	-4.458333492279053
co79878	18.0	2118.0	88.45833587646484	-3.4583332538604736
co79890	18.0	2130.0	88.45833587646484	-2.4583332538604736
co79902	18.0	2142.0	88.45833587646484	-1.4583333730697632
co79914	18.0	2154.0	88.45833587646484	-0.4583333432674408
co79926	18.0	2166.0	88.45833587646484	0.5416666865348816
co79938	18.0	2178.0	88.45833587646484	1.5416666269302368
co79950	18.0	2190.0	88.45833587646484	2.5416667461395264
co79962	18.0	2202.0	88.45833587646484	3.5416667461395264
co79974	18.0	2214.0	88.45833587646484	4.541666507720947
co79986	18.0	2226.0	88.45833587646484	5.541666507720947
co79998	18.0	2238.0	88.45833587646484	6.541666507720947
co80010	18.0	2250.0	88.45833587646484	7.541666507720947
co80022	18.0	2262.0	88.45833587646484	8.541666984558105
co80034	18.0	2274.0	88.45833587646484	9.541666984558105
co80046	18.0	2286.0	88.45833587646484	10.541666984558105
co80058	18.0	2298.0	88.45833587646484	11.541666984558105
co80070	18.0	2310.0	88.45833587646484	12.541666984558105
co80082	18.0	2322.0	88.45833587646484	13.541666984558105
co80094	18.0	2334.0	88.45833587646484	14.541666984558105
co80106	18.0	2346.0	88.45833587646484	15.541666984558105
co80118	18.0	2358.0	88.45833587646484	16.54166603088379
co80130	18.0	2370.0	88.45833587646484	17.54166603088379
co80142	18.0	2382.0	88.45833587646484	18.54166603088379
co80154	18.0	2394.0	88.45833587646484	19.54166603088379
co80166	18.0	2406.0	88.45833587646484	20.54166603088379
co80178	18.0	2418.0	88.45833587646484	21.54166603088379
co80190	18.0	2430.0	88.45833587646484	22.54166603088379
co80202	18.0	2442.0	88.45833587646484	23.54166603088379
co80214	18.0	2454.0	88.45833587646484	24.54166603088379
co80226	18.0	2466.0	88.45833587646484	25.54166603088379
co80238	18.0	2478.0	88.45833587646484	26.54166603088379
co80250	18.0	2490.0	88.45833587646484	27.54166603088379
co80262	18.0	2502.0	88.45833587646484	28.54166603088379
co80274	18.0	2514.0	88.45833587646484	29.54166603088379
co80286	18.0	2526.0	88.45833587646484	30.54166603088379
co80298	18.0	2538.0	88.45833587646484	31.54166603088379
co80310	18.0	2550.0	88.45833587646484	32.54166793823242
co80322	18.0	2562.0	88.45833587646484	33.54166793823242
co80334	18.0	2574.0	88.45833587646484	34.54166793823242
co80346	18.0	2586.0	88.45833587646484	35.54166793823242
co80358	18.0	2598.0	88.45833587646484	36.54166793823242
co80370	18.0	2610.0	88.45833587646484	37.54166793823242
co80382	18.0	2622.0	88.45833587646484	38.54166793823242
co80394	18.0	2634.0	88.45833587646484	39.54166793823242
co80406	18.0	2646.0	88.45833587646484	40.54166793823242
co80418	18.0	2658.0	88.45833587646484	41.54166793823242
co80430	18.0	2670.0	88.45833587646484	42.54166793823242
co80442	18.0	2682.0	88.45833587646484	43.54166793823242
co80454	18.0	2694.0	88.45833587646484	44.54166793823242
co80466	18.0	2706.0	88.45833587646484	45.54166793823242
co80478	18.0	2718.0	88.45833587646484	46.54166793823242
co80490	18.0	2730.0	88.45833587646484	47.54166793823242
co80502	18.0	2742.0	88.45833587646484	48.54166793823242
co80514	18.0	2754.0	88.45833587646484	49.54166793823242
co80526	18.0	2766.0	88.45833587646484	50.54166793823242
co80538	18.0	2778.0	88.45833587646484	51.54166793823242
co80550	18.0	2790.0	88.45833587646484	52.54166793823242
co80562	18.0	2802.0	88.45833587646484	53.54166793823242
co80574	18.0	2814.0	88.45833587646484	54.54166793823242
co80586	18.0	2826.0	88.45833587646484	55.54166793823242
co80598	18.0	2838.0	88.45833587646484	56.54166793823242
co80610	18.0	2850.0	88.45833587646484	57.54166793823242
co80622	18.0	2862.0	88.45833587646484	58.54166793823242
co80634	18.0	2874.0	88.45833587646484	59.54166793823242
co80646	18.0	2886.0	88.45833587646484	60.54166793823242
co80658	18.0	2898.0	88.45833587646484	61.54166793823242
co80670	18.0	2910.0	88.45833587646484	62.54166793823242
co80682	18.0	2922.0	88.45833587646484	63.54166793823242
co80694	18.0	2934.0	88.45833587646484	64.54166412353516
co80706	18.0	2946.0	88.45833587646484	65.54166412353516
co80718	18.0	2958.0	88.45833587646484	66.54166412353516
co80730	18.0	2970.0	88.45833587646484	67.54166412353516
co80742	18.0	2982.0	88.45833587646484	68.54166412353516
co80754	18.0	2994.0	88.45833587646484	69.54166412353516
co80766	18.0	3006.0	88.45833587646484	70.54166412353516
co80778	18.0	3018.0	88.45833587646484	71.54166412353516
co80790	18.0	3030.0	88.45833587646484	72.54166412353516
co80802	18.0	3042.0	88.45833587646484	73.54166412353516
co80814	18.0	3054.0	88.45833587646484	74.54166412353516
co80826	18.0	3066.0	88.45833587646484	75.54166412353516
co80838	18.0	3078.0	88.45833587646484	76.54166412353516
co80850	18.0	3090.0	88.45833587646484	77.54166412353516
co80862	18.0	3102.0	88.45833587646484	78.54166412353516
co80874	18.0	3114.0	88.45833587646484	79.54166412353516
co80886	18.0	3126.0	88.45833587646484	80.54166412353516
co80898	18.0	3138.0	88.45833587646484	81.54166412353516
co80910	18.0	3150.0	88.45833587646484	82.54166412353516
co80922	18.0	3162.0	88.45833587646484	83.54166412353516
co80934	18.0	3174.0	88.45833587646484	84.54166412353516
co80946	18.0	3186.0	88.45833587646484	85.54166412353516
co80958	18.0	3198.0	88.45833587646484	86.54166412353516
co80970	18.0	3210.0	88.45833587646484	87.54166412353516
co80982	18.0	3222.0	88.45833587646484	88.54166412353516
co80994	18.0	3234.0	88.45833587646484	89.54166412353516
co81006	18.0	3246.0	88.45833587646484	90.54166412353516
co81018	18.0	3258.0	88.45833587646484	91.54166412353516
co81030	18.0	3270.0	88.45833587646484	92.54166412353516
co81042	18.0	3282.0	88.45833587646484	93.54166412353516
co81054	18.0	3294.0	88.45833587646484	94.54166412353516
co81066	18.0	3306.0	88.45833587646484	95.54166412353516
co81078	18.0	3318.0	88.45833587646484	96.54166412353516
co81090	18.0	3330.0	88.45833587646484	97.54166412353516
co81102	18.0	3342.0	88.45833587646484	98.54166412353516
co81114	18.0	3354.0	88.45833587646484	99.54166412353516
co81126	18.0	3366.0	88.45833587646484	100.54166412353516
co81138	18.0	3378.0	88.45833587646484	101.54166412353516
co81150	18.0	3390.0	88.45833587646484	102.54166412353516
co81162	18.0	3402.0	88.45833587646484	103.54166412353516
co81174	18.0	3414.0	88.45833587646484	104.54166412353516
co81186	18.0	3426.0	88.45833587646484	105.54166412353516
co81198	18.0	3438.0	88.45833587646484	106.54166412353516
co81210	18.0	3450.0	88.45833587646484	107.54166412353516
co81222	18.0	3462.0	88.45833587646484	108.54166412353516
co81234	18.0	3474.0	88.45833587646484	109.54166412353516
co81246	18.0	3486.0	88.45833587646484	110.54166412353516
co81258	18.0	3498.0	88.45833587646484	111.54166412353516
co81270	18.0	3510.0	88.45833587646484	112.54166412353516
co81282	18.0	3522.0	88.45833587646484	113.54166412353516
co81294	18.0	3534.0	88.45833587646484	114.54166412353516
co81306	18.0	3546.0	88.45833587646484	115.54166412353516
co81318	18.0	3558.0	88.45833587646484	116.54166412353516
co81330	18.0	3570.0	88.45833587646484	117.54166412353516
co81342	18.0	3582.0	88.45833587646484	118.54166412353516
co81354	18.0	3594.0	88.45833587646484	119.54166412353516
co81366	18.0	3606.0	88.45833587646484	120.54166412353516
co81378	18.0	3618.0	88.45833587646484	121.54166412353516
co81390	18.0	3630.0	88.45833587646484	122.54166412353516
co81402	18.0	3642.0	88.45833587646484	123.54166412353516
co81414	18.0	3654.0	88.45833587646484	124.54166412353516
co81426	18.0	3666.0	88.45833587646484	125.54166412353516
co81438	18.0	3678.0	88.45833587646484	126.54166412353516
co81450	18.0	3690.0	88.45833587646484	127.54166412353516
co81462	18.0	3702.0	88.45833587646484	128.5416717529297
co81474	18.0	3714.0	88.45833587646484	129.5416717529297
co81486	18.0	3726.0	88.45833587646484	130.5416717529297
co81498	18.0	3738.0	88.45833587646484	131.5416717529297
co81510	18.0	3750.0	88.45833587646484	132.5416717529297
co81522	18.0	3762.0	88.45833587646484	133.5416717529297
co81534	18.0	3774.0	88.45833587646484	134.5416717529297
co81546	18.0	3786.0	88.45833587646484	135.5416717529297
co81558	18.0	3798.0	88.45833587646484	136.5416717529297
co81570	18.0	3810.0	88.45833587646484	137.5416717529297
co81582	18.0	3822.0	88.45833587646484	138.5416717529297
co81594	18.0	3834.0	88.45833587646484	139.5416717529297
co81606	18.0	3846.0	88.45833587646484	140.5416717529297
co81618	18.0	3858.0	88.45833587646484	141.5416717529297
co81630	18.0	3870.0	88.45833587646484	142.5416717529297
co81642	18.0	3882.0	88.45833587646484	143.5416717529297
co81654	18.0	3894.0	88.45833587646484	144.5416717529297
co81666	18.0	3906.0	88.45833587646484	145.5416717529297
co81678	18.0	3918.0	88.45833587646484	146.5416717529297
co81690	18.0	3930.0	88.45833587646484	147.5416717529297
co81702	18.0	3942.0	88.45833587646484	148.5416717529297
co81714	18.0	3954.0	88.45833587646484	149.5416717529297
co81726	18.0	3966.0	88.45833587646484	150.5416717529297
co81738	18.0	3978.0	88.45833587646484	151.5416717529297
co81750	18.0	3990.0	88.45833587646484	152.5416717529297
co81762	18.0	4002.0	88.45833587646484	153.5416717529297
co81774	18.0	4014.0	88.45833587646484	154.5416717529297
co81786	18.0	4026.0	88.45833587646484	155.5416717529297
co81798	18.0	4038.0	88.45833587646484	156.5416717529297
co81810	18.0	4050.0	88.45833587646484	157.5416717529297
co81822	18.0	4062.0	88.45833587646484	158.5416717529297
co81834	18.0	4074.0	88.45833587646484	159.5416717529297
co81846	18.0	4086.0	88.45833587646484	160.5416717529297
co81858	18.0	4098.0	88.45833587646484	161.5416717529297
co81870	18.0	4110.0	88.45833587646484	162.5416717529297
co81882	18.0	4122.0	88.45833587646484	163.5416717529297
co81894	18.0	4134.0	88.45833587646484	164.5416717529297
co81906	18.0	4146.0	88.45833587646484	165.5416717529297
co81918	18.0	4158.0	88.45833587646484	166.5416717529297
co81930	18.0	4170.0	88.45833587646484	167.5416717529297
co81942	18.0	4182.0	88.45833587646484	168.5416717529297
co81954	18.0	4194.0	88.45833587646484	169.5416717529297
co81966	18.0	4206.0	88.45833587646484	170.5416717529297
co81978	18.0	4218.0	88.45833587646484	171.5416717529297
co81990	18.0	4230.0	88.45833587646484	172.5416717529297
co82002	18.0	4242.0	88.45833587646484	173.5416717529297
co82014	18.0	4254.0	88.45833587646484	174.5416717529297
co82026	18.0	4266.0	88.45833587646484	175.5416717529297
co82038	18.0	4278.0	88.45833587646484	176.5416717529297
co82050	18.0	4290.0	88.45833587646484	177.5416717529297
co82062	18.0	4302.0	88.45833587646484	178.5416717529297
co82074	18.0	4314.0	88.45833587646484	179.5416717529297
co129606	30.0	6.0	87.45833587646484	-179.4583282470703
co129618	30.0	18.0	87.45833587646484	-178.4583282470703
co129630	30.0	30.0	87.45833587646484	-177.4583282470703
co129642	30.0	42.0	87.45833587646484	-176.4583282470703
co129654	30.0	54.0	87.45833587646484	-175.4583282470703
co129666	30.0	66.0	87.45833587646484	-174.4583282470703
co129678	30.0	78.0	87.45833587646484	-173.4583282470703
co129690	30.0	90.0	87.45833587646484	-172.4583282470703
co129702	30.0	102.0	87.45833587646484	-171.4583282470703
co129714	30.0	114.0	87.45833587646484	-170.4583282470703
co129726	30.0	126.0	87.45833587646484	-169.4583282470703
co129738	30.0	138.0	87.45833587646484	-168.4583282470703
co129750	30.0	150.0	87.45833587646484	-167.4583282470703
co129762	30.0	162.0	87.45833587646484	-166.4583282470703
co129774	30.0	174.0	87.45833587646484	-165.4583282470703
co129786	30.0	186.0	87.45833587646484	-164.4583282470703
co129798	30.0	198.0	87.45833587646484	-163.4583282470703
co129810	30.0	210.0	87.45833587646484	-162.4583282470703
co129822	30.0	222.0	87.45833587646484	-161.4583282470703
co129834	30.0	234.0	87.45833587646484	-160.4583282470703
co129846	30.0	246.0	87.45833587646484	-159.4583282470703
co129858	30.0	258.0	87.45833587646484	-158.4583282470703
co129870	30.0	270.0	87.45833587646484	-157.4583282470703
co129882	30.0	282.0	87.45833587646484	-156.4583282470703
co129894	30.0	294.0	87.45833587646484	-155.4583282470703
co129906	30.0	306.0	87.45833587646484	-154.4583282470703
co129918	30.0	318.0	87.45833587646484	-153.4583282470703
co129930	30.0	330.0	87.45833587646484	-152.4583282470703
co129942	30.0	342.0	87.45833587646484	-151.4583282470703
co129954	30.0	354.0	87.45833587646484	-150.4583282470703
co129966	30.0	366.0	87.45833587646484	-149.4583282470703
co129978	30.0	378.0	87.45833587646484	-148.4583282470703
co129990	30.0	390.0	87.45833587646484	-147.4583282470703
co130002	30.0	402.0	87.45833587646484	-146.4583282470703
co130014	30.0	414.0	87.45833587646484	-145.4583282470703
co130026	30.0	426.0	87.45833587646484	-144.4583282470703
co130038	30.0	438.0	87.45833587646484	-143.4583282470703
co130050	30.0	450.0	87.45833587646484	-142.4583282470703
co130062	30.0	462.0	87.45833587646484	-141.4583282470703
co130074	30.0	474.0	87.45833587646484	-140.4583282470703
co130086	30.0	486.0	87.45833587646484	-139.4583282470703
co130098	30.0	498.0	87.45833587646484	-138.4583282470703
co130110	30.0	510.0	87.45833587646484	-137.4583282470703
co130122	30.0	522.0	87.45833587646484	-136.4583282470703
co130134	30.0	534.0	87.45833587646484	-135.4583282470703
co130146	30.0	546.0	87.45833587646484	-134.4583282470703
co130158	30.0	558.0	87.45833587646484	-133.4583282470703
co130170	30.0	570.0	87.45833587646484	-132.4583282470703
co130182	30.0	582.0	87.45833587646484	-131.4583282470703
co130194	30.0	594.0	87.45833587646484	-130.4583282470703
co130206	30.0	606.0	87.45833587646484	-129.4583282470703
co130218	30.0	618.0	87.45833587646484	-128.4583282470703
co130230	30.0	630.0	87.45833587646484	-127.45833587646484
co130242	30.0	642.0	87.45833587646484	-126.45833587646484
co130254	30.0	654.0	87.45833587646484	-125.45833587646484
co130266	30.0	666.0	87.45833587646484	-124.45833587646484
co130278	30.0	678.0	87.45833587646484	-123.45833587646484
co130290	30.0	690.0	87.45833587646484	-122.45833587646484
co130302	30.0	702.0	87.45833587646484	-121.45833587646484
co130314	30.0	714.0	87.45833587646484	-120.45833587646484
co130326	30.0	726.0	87.45833587646484	-119.45833587646484
co130338	30.0	738.0	87.45833587646484	-118.45833587646484
co130350	30.0	750.0	87.45833587646484	-117.45833587646484
co130362	30.0	762.0	87.45833587646484	-116.45833587646484
co130374	30.0	774.0	87.45833587646484	-115.45833587646484
co130386	30.0	786.0	87.45833587646484	-114.45833587646484
co130398	30.0	798.0	87.45833587646484	-113.45833587646484
co130410	30.0	810.0	87.45833587646484	-112.45833587646484
co130422	30.0	822.0	87.45833587646484	-111.45833587646484
co130434	30.0	834.0	87.45833587646484	-110.45833587646484
co130446	30.0	846.0	87.45833587646484	-109.45833587646484
co130458	30.0	858.0	87.45833587646484	-108.45833587646484
co130470	30.0	870.0	87.45833587646484	-107.45833587646484
co130482	30.0	882.0	87.45833587646484	-106.45833587646484
co130494	30.0	894.0	87.45833587646484	-105.45833587646484
co130506	30.0	906.0	87.45833587646484	-104.45833587646484
co130518	30.0	918.0	87.45833587646484	-103.45833587646484
co130530	30.0	930.0	87.45833587646484	-102.45833587646484
co130542	30.0	942.0	87.45833587646484	-101.45833587646484
co130554	30.0	954.0	87.45833587646484	-100.45833587646484
co130566	30.0	966.0	87.45833587646484	-99.45833587646484
co130578	30.0	978.0	87.45833587646484	-98.45833587646484
