	Year	Month	RowInd	ColInd	GridLat	GridLong	eukbank_unique_points	elevation	marine_biome	longhurst_code	longhurst_description	ocean	iho_name	iho_id
G0001	2009	10	559	2254	43.374996	7.87501	['E0936']	-2457	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Western Basin	28A
G0002	2009	10	580	2193	41.624996	2.7916667	['E0921', 'E0922']	-112	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Balearic (Iberian Sea)	28c
G0003	2009	10	601	2313	39.874996	12.791667	['E0918']	-3603	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Tyrrhenian Sea	28e
G0004	2009	10	630	2345	37.458332	15.458339	['E0900']	-2094	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0005	2009	10	644	2331	36.291664	14.291667	['E0890']	-586	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0006	2009	11	570	2375	42.458332	17.958338	['E0933', 'E0934']	-446	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Adriatic Sea	28g
G0007	2009	11	573	2372	42.208332	17.708338	['E0930', 'E0931', 'E0932']	-1098	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Adriatic Sea	28g
G0008	2009	11	601	2368	39.874996	17.37501	['E0917']	-1765	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0009	2009	11	602	2368	39.791664	17.37501	['E0915', 'E0916']	-1356	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0010	2009	11	607	2392	39.374996	19.37501	['E0914']	-911	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0011	2009	11	609	2392	39.208332	19.37501	['E0911']	-789	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0012	2009	11	618	2402	38.458332	20.208338	['E0905', 'E0906']	-3030	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0013	2009	11	629	2366	37.541664	17.208338	['E0901']	-2323	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0014	2009	11	629	2367	37.541664	17.291666	['E0902']	-2649	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Ionian Sea	28f
G0015	2009	11	650	2331	35.791664	14.291667	['E0880']	-577	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0016	2009	11	651	2331	35.708332	14.291667	['E0878', 'E0879']	-856	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0017	2009	11	666	2338	34.458332	14.8750105	['E0870']	-348	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0018	2009	11	666	2339	34.458332	14.958339	['E0869']	-296	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0019	2009	11	667	2340	34.374996	15.041667	['E0868']	-307	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0020	2009	11	669	2325	34.208332	13.791667	['E0866']	-336	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0021	2009	11	669	2327	34.208332	13.958339	['E0867']	-338	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0022	2009	12	672	2554	33.958332	32.87501	['E0859', 'E0860', 'E0861']	-1646	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Eastern Basin	28B
G0023	2009	9	591	2194	40.708332	2.8750103	['E0920']	-2061	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Balearic (Iberian Sea)	28c
G0024	2009	9	592	2194	40.624996	2.8750103	['E0919']	-2054	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Balearic (Iberian Sea)	28c
G0025	2009	9	610	2229	39.124996	5.7916665	['E0907']	-2881	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Western Basin	28A
G0026	2009	9	610	2230	39.124996	5.87501	['E0908']	-2852	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Western Basin	28A
G0027	2009	9	623	2207	38.041664	3.9583385	['E0903', 'E0904']	-2809	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Western Basin	28A
G0028	2009	9	635	2183	37.041664	1.9583384	['E0897', 'E0898', 'E0899']	-2782	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Mediterranean Sea - Western Basin	28A
G0029	2009	9	641	2081	36.541664	-6.5416617	['E0896']	-59	Coastal	CNRY	Coastal - Canary Coastal Province (EACB)	North Atlantic	North Atlantic Ocean	23
G0030	2009	9	641	2111	36.541664	-4.0416617	['E0895']	-642	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Alboran Sea	28b
G0031	2009	9	641	2112	36.541664	-3.9583333	['E0894']	-690	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Alboran Sea	28b
G0032	2009	9	647	2106	36.041664	-4.4583335	['E0885']	-1262	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Alboran Sea	28b
G0033	2010	1	754	2577	27.124998	34.791668	['E0827', 'E0828']	-1111	Coastal	REDS	Coastal - Red Sea, Persian Gulf Province	Indian	Red Sea	37
G0034	2010	1	754	2578	27.124998	34.87501	['E0829']	-965	Coastal	REDS	Coastal - Red Sea, Persian Gulf Province	Indian	Red Sea	37
G0035	2010	1	799	2606	23.374998	37.20834	['E0819', 'E0820']	-1079	Coastal	REDS	Coastal - Red Sea, Persian Gulf Province	Indian	Red Sea	37
G0036	2010	1	814	2618	22.124998	38.20834	['E0809']	-814	Coastal	REDS	Coastal - Red Sea, Persian Gulf Province	Indian	Red Sea	37
G0037	2010	1	816	2619	21.958334	38.291668	['E0808']	-810	Coastal	REDS	Coastal - Red Sea, Persian Gulf Province	Indian	Red Sea	37
G0038	2010	1	858	2638	18.458334	39.87501	['E0801']	-1272	Coastal	REDS	Coastal - Red Sea, Persian Gulf Province	Indian	Red Sea	37
G0039	2010	1	859	2638	18.374998	39.87501	['E0798', 'E0799', 'E0800']	-1490	Coastal	REDS	Coastal - Red Sea, Persian Gulf Province	Indian	Red Sea	37
G0040	2010	10	1184	1944	-8.708339	-17.958334	['E0692']	-3997	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0041	2010	10	1185	1945	-8.791667	-17.87499	['E0690', 'E0691']	-4078	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0042	2010	10	1331	1736	-20.958338	-35.29166	['E0539']	-4051	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0043	2010	10	1331	1737	-20.958338	-35.208332	['E0540', 'E0541', 'E0542']	-4067	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0044	2010	10	1429	4011	-29.125002	154.29167	['E0451']	-3063	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0045	2010	10	1432	4010	-29.375002	154.20836	['E0449']	-2696	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0046	2010	10	1435	4010	-29.625002	154.20836	['E0440']	-3744	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0047	2010	10	1436	4009	-29.708338	154.12502	['E0438']	-3166	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0048	2010	10	1437	4009	-29.791666	154.12502	['E0435']	-3636	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0049	2010	10	1439	4008	-29.958338	154.04167	['E0432']	-4403	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0050	2010	10	1443	4009	-30.291666	154.12502	['E0424']	-4560	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0051	2010	10	1444	4008	-30.375002	154.04167	['E0422']	-4659	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0052	2010	10	1467	3993	-32.291668	152.79167	['E0340']	-104	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0053	2010	10	1467	3997	-32.291668	153.12502	['E0342']	-2077	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0054	2010	10	1467	4001	-32.291668	153.45836	['E0343']	-4137	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0055	2010	10	1467	4003	-32.291668	153.62502	['E0345']	-4556	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0056	2010	10	1467	4006	-32.291668	153.87502	['E0344']	-4795	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0057	2010	10	1467	4012	-32.291668	154.37502	['E0341']	-5095	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0058	2010	11	1441	1640	-30.125002	-43.29166	['E0428', 'E0429']	-3831	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0059	2010	11	1442	1640	-30.208338	-43.29166	['E0426', 'E0427']	-3901	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0060	2010	11	1567	1533	-40.62501	-52.208332	['E0119']	-5491	Coastal	BRAZ	Coastal - Brazil Current Coastal Province	South Atlantic	South Atlantic Ocean	32
G0061	2010	11	1567	1534	-40.62501	-52.124996	['E0120']	-5486	Coastal	BRAZ	Coastal - Brazil Current Coastal Province	South Atlantic	South Atlantic Ocean	32
G0062	2010	11	1567	1535	-40.62501	-52.04166	['E0121']	-5659	Coastal	BRAZ	Coastal - Brazil Current Coastal Province	South Atlantic	South Atlantic Ocean	32
G0063	2010	12	1614	1530	-44.541668	-52.458332	['E0073']	-5889	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Atlantic	South Atlantic Ocean	32
G0064	2010	12	1615	1534	-44.62501	-52.124996	['E0072']	-5981	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Atlantic	South Atlantic Ocean	32
G0065	2010	12	1646	1460	-47.20834	-58.29166	['E0067']	-2791	Coastal	FKLD	Coastal - SW Atlantic Shelves Province	South Atlantic	South Atlantic Ocean	32
G0066	2010	12	1732	1378	-54.37501	-65.125	['E0052']	-106	Coastal	FKLD	Coastal - SW Atlantic Shelves Province	South Atlantic	South Atlantic Ocean	32
G0067	2010	2	579	2193	41.708332	2.7916667	['E0923']	88	NA	NA	NA	NA	NA	NA
G0068	2010	3	830	2922	20.791662	63.541668	['E0806', 'E0807']	-3410	Coastal	ARAB	Coastal - NW Arabian Upwelling Province	Indian	Arabian Sea	39
G0069	2010	3	851	2933	19.041662	64.458336	['E0805']	-3362	Coastal	ARAB	Coastal - NW Arabian Upwelling Province	Indian	Arabian Sea	39
G0070	2010	3	857	2957	18.541662	66.458336	['E0804']	-3299	Coastal	ARAB	Coastal - NW Arabian Upwelling Province	Indian	Arabian Sea	39
G0071	2010	3	857	2958	18.541662	66.541664	['E0802', 'E0803']	-3301	Coastal	ARAB	Coastal - NW Arabian Upwelling Province	Indian	Arabian Sea	39
G0072	2010	3	869	2975	17.541662	67.958336	['E0797']	-3418	Coastal	ARAB	Coastal - NW Arabian Upwelling Province	Indian	Arabian Sea	39
G0073	2010	3	904	2999	14.624997	69.958336	['E0791', 'E0792']	-3471	Coastal	ARAB	Coastal - NW Arabian Upwelling Province	Indian	Arabian Sea	39
G0074	2010	3	905	2999	14.541661	69.958336	['E0790']	-3581	Coastal	ARAB	Coastal - NW Arabian Upwelling Province	Indian	Arabian Sea	39
G0075	2010	4	1007	3046	6.0416617	73.87501	['E0752', 'E0753', 'E0754']	-1962	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Laccadive Sea	42
G0076	2010	4	1024	3041	4.6249976	73.458336	['E0748', 'E0749', 'E0750']	-30	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Laccadive Sea	42
G0077	2010	4	1077	3022	0.20833333	71.87501	['E0741']	-3883	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Arabian Sea	39
G0078	2010	4	1079	3019	0.04166158	71.62501	['E0734', 'E0735']	-3955	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Indian Ocean	45
G0079	2010	4	1087	3037	-0.62500256	73.12501	['E0726', 'E0727', 'E0728']	-112	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Arabian Sea	39
G0080	2010	4	1104	3025	-2.0416667	72.12501	['E0717', 'E0718', 'E0719']	-4724	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Indian Ocean	45
G0081	2010	4	1192	2955	-9.375003	66.291664	['E0668']	-3530	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Indian Ocean	45
G0082	2010	4	1192	2957	-9.375003	66.458336	['E0669']	-2903	Trades	MONS	Trades - Indian Monsoon Gyres Province	Indian	Indian Ocean	45
G0083	2010	4	1281	2874	-16.791666	59.541668	['E0605', 'E0606']	-39	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0084	2010	4	494	2112	48.791664	-3.9583333	['E0941']	-35	Coastal	NECS	Coastal - NE Atlantic Shelves Province	North Atlantic	English Channel	21
G0085	2010	5	1233	2702	-12.791667	45.20834	['E0632', 'E0633', 'E0634']	3	NA	NA	NA	NA	NA	NA
G0086	2010	5	1236	2723	-13.041667	46.95834	['E0623', 'E0624', 'E0625', 'E0626']	-3286	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Mozambique Channel	45A
G0087	2010	5	1337	2811	-21.458338	54.291668	['E0531', 'E0532']	-4216	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0088	2010	5	1337	2812	-21.458338	54.37501	['E0527']	-4208	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0089	2010	5	1337	2841	-21.458338	56.791668	['E0530']	-4137	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0090	2010	5	1337	2842	-21.458338	56.87501	['E0528', 'E0529']	-4159	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0091	2010	5	1338	2812	-21.541666	54.37501	['E0525']	-4218	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0092	2010	5	561	2505	43.208332	28.791666	['E0935']	-192	Westerlies	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	North Atlantic	Black Sea	30
G0093	2010	6	1264	2679	-15.375003	43.291668	['E0613']	-3318	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Mozambique Channel	45A
G0094	2010	6	1284	2672	-17.041666	42.70834	['E0599', 'E0600']	-25	Coastal	EAFR	Coastal - E. Africa Coastal Province	NA	NA	NA
G0095	2010	6	1289	2666	-17.458338	42.20834	['E0598']	-1500	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Mozambique Channel	45A
G0096	2010	6	1290	2666	-17.541666	42.20834	['E0596']	-1460	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Mozambique Channel	45A
G0097	2010	6	1290	2667	-17.541666	42.291668	['E0595']	-1825	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Mozambique Channel	45A
G0098	2010	6	1291	2666	-17.625002	42.20834	['E0594']	-1489	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Mozambique Channel	45A
G0099	2010	7	1348	2640	-22.375002	40.041668	['E0521']	-3014	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Mozambique Channel	45A
G0100	2010	7	1348	2644	-22.375002	40.37501	['E0522', 'E0523']	-37	Coastal	EAFR	Coastal - E. Africa Coastal Province	NA	NA	NA
G0101	2010	7	1433	2615	-29.458338	37.95834	['E0446', 'E0448']	-4893	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Indian Ocean	45
G0102	2010	7	1434	2615	-29.541666	37.95834	['E0444', 'E0445']	-4866	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0103	2010	7	1498	2376	-34.875004	18.041666	['E0162']	-1426	Coastal	EAFR	Coastal - E. Africa Coastal Province	South Atlantic	South Atlantic Ocean	32
G0104	2010	7	1499	2375	-34.95834	17.958338	['E0160', 'E0161']	-1853	Coastal	EAFR	Coastal - E. Africa Coastal Province	South Atlantic	South Atlantic Ocean	32
G0105	2010	7	1502	2475	-35.20834	26.291666	['E0156', 'E0157', 'E0158']	-4185	Coastal	EAFR	Coastal - E. Africa Coastal Province	Indian	Indian Ocean	45
G0106	2010	9	1191	2044	-9.291667	-9.6249895	['E0672']	-3671	Trades	ETRA	Trades - Eastern Tropical Atlantic Province	South Atlantic	South Atlantic Ocean	32
G0107	2010	9	1191	2045	-9.291667	-9.541661	['E0670', 'E0671']	-3546	Trades	ETRA	Trades - Eastern Tropical Atlantic Province	South Atlantic	South Atlantic Ocean	32
G0108	2010	9	1324	2121	-20.375002	-3.2083333	['E0544', 'E0545', 'E0546', 'E0547']	-4808	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0109	2010	9	1452	2215	-31.041666	4.62501	['E0413', 'E0414']	-4943	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0110	2010	9	1452	2216	-31.041666	4.7083383	['E0412']	-5066	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0111	2010	9	1465	2372	-32.125004	17.708338	['E0349']	-153	Coastal	BENG	Coastal - Benguela Current Coastal Province	South Atlantic	South Atlantic Ocean	32
G0112	2010	9	1466	2372	-32.20834	17.708338	['E0347', 'E0348']	-164	Coastal	BENG	Coastal - Benguela Current Coastal Province	South Atlantic	South Atlantic Ocean	32
G0113	2010	9	555	2092	43.708332	-5.62499	['E0937']	-12	Coastal	CNRY	Coastal - Canary Coastal Province (EACB)	North Atlantic	Bay of Biscay	22
G0114	2011	1	1060	157	1.6249975	-166.875	['E0742']	-5374	Trades	PEQD	Trades - Pacific Equatorial Divergence Province	North Pacific	North Pacific Ocean	57
G0115	2011	1	1438	3073	-29.875002	76.12501	['E0433']	-3440	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0116	2011	1	1455	2204	-31.291666	3.7083385	['E0410']	-4828	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0117	2011	1	1772	1354	-57.70834	-67.125	['E0042']	-2789	Polar	ANTA	Polar - Antarctic Province	South Atlantic	South Atlantic Ocean	32
G0118	2011	1	1773	1355	-57.791668	-67.041664	['E0041']	-3085	Polar	ANTA	Polar - Antarctic Province	South Atlantic	South Atlantic Ocean	32
G0119	2011	1	1773	1356	-57.791668	-66.958336	['E0040']	-2888	Polar	ANTA	Polar - Antarctic Province	South Atlantic	South Atlantic Ocean	32
G0120	2011	1	1802	1432	-60.20834	-60.624996	['E0032']	-4063	Polar	ANTA	Polar - Antarctic Province	Southern	Southern Ocean	67
G0121	2011	1	1824	1565	-62.041668	-49.54166	['E0026']	-3380	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0122	2011	1	1824	1566	-62.041668	-49.458332	['E0025']	-3357	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0123	2011	1	1825	1568	-62.12501	-49.29166	['E0024']	-3440	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0124	2011	1	1840	1478	-63.37501	-56.79166	['E0016', 'E0017', 'E0018']	-305	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0125	2011	1	1846	1486	-63.87501	-56.124996	['E0014', 'E0015']	-408	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0126	2011	1	1851	1523	-64.291664	-53.04166	['E0011']	-2322	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0127	2011	1	1852	1523	-64.37501	-53.04166	['E0008', 'E0009']	-2262	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0128	2011	1	1852	1524	-64.37501	-52.958332	['E0010']	-2320	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0129	2011	1	805	1625	22.874998	-44.54166	['E0818']	-3738	Trades	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	North Atlantic	North Atlantic Ocean	23
G0130	2011	1	943	899	11.374997	-105.041664	['E0784']	-3328	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0131	2011	10	1333	1728	-21.125002	-35.958332	['E0537']	-4254	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0132	2011	10	1449	3446	-30.791666	107.20835	['E0418']	-4998	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0133	2011	10	655	627	35.374996	-127.708336	['E0874', 'E0875', 'E0876', 'E0877']	-4660	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0134	2011	10	683	697	33.041664	-121.875	['E0850']	-4035	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0135	2011	10	683	698	33.041664	-121.791664	['E0851']	-4019	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0136	2011	10	683	699	33.041664	-121.708336	['E0853']	-4010	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0137	2011	10	684	698	32.958332	-121.791664	['E0848']	-4027	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0138	2011	10	686	695	32.791664	-122.041664	['E0846']	-4033	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0139	2011	10	687	696	32.708332	-121.958336	['E0845']	-4084	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0140	2011	10	695	1952	32.041664	-17.291662	['E0844']	-4345	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0141	2011	10	701	251	31.541666	-159.04166	['E0838']	-5733	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0142	2011	10	701	252	31.541666	-158.95833	['E0839']	-5595	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0143	2011	10	702	251	31.458334	-159.04166	['E0836', 'E0837']	-5770	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0144	2011	11	1355	1716	-22.958338	-36.958332	['E0519']	-4026	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0145	2011	11	1453	3482	-31.125002	110.20835	['E0411']	-5304	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0146	2011	11	1458	3521	-31.541666	113.45835	['E0405']	-4965	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0147	2011	11	874	733	17.124998	-118.875	['E0796']	-3760	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0148	2011	11	875	732	17.041662	-118.958336	['E0793']	-3971	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0149	2011	11	875	733	17.041662	-118.875	['E0794', 'E0795']	-3811	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0150	2011	12	1002	1019	6.4583335	-95.041664	['E0758', 'E0760']	-3620	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0151	2011	12	1002	1020	6.4583335	-94.958336	['E0759', 'E0761']	-3675	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0152	2011	12	1004	924	6.2916617	-102.958336	['E0755', 'E0756', 'E0757']	-3133	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0153	2011	12	909	759	14.208333	-116.708336	['E0786']	-4106	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0154	2011	12	909	760	14.208333	-116.625	['E0787', 'E0788', 'E0789']	-4133	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0155	2011	12	961	1198	9.874997	-80.125	['E0776']	-1069	Coastal	GUIA	Coastal - Guianas Coastal Province	North Atlantic	Caribbean Sea	27
G0156	2011	12	961	1199	9.874997	-80.041664	['E0775', 'E0777']	-1320	Coastal	GUIA	Coastal - Guianas Coastal Province	North Atlantic	Caribbean Sea	27
G0157	2011	12	990	1208	7.4583335	-79.291664	['E0770', 'E0771']	-2167	Coastal	CAMR	Coastal - Central American Coastal Province	North Pacific	North Pacific Ocean	57
G0158	2011	12	991	1208	7.3749976	-79.291664	['E0768', 'E0769']	-3273	Coastal	CAMR	Coastal - Central American Coastal Province	North Pacific	North Pacific Ocean	57
G0159	2011	2	1035	170	3.7083333	-165.79166	['E0747']	-5421	Trades	PEQD	Trades - Pacific Equatorial Divergence Province	North Pacific	North Pacific Ocean	57
G0160	2011	2	1116	1832	-3.0416667	-27.291662	['E0714']	-5250	Trades	WTRA	Trades - Western Tropical Atlantic Province	South Atlantic	South Atlantic Ocean	32
G0161	2011	2	1437	3115	-29.791666	79.62501	['E0434']	-4033	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0162	2011	2	1461	2242	-31.791666	6.87501	['E0403']	-5072	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0163	2011	2	1484	1296	-33.70834	-71.958336	['E0306', 'E0307', 'E0308']	-178	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0164	2011	2	1489	1282	-34.125004	-73.125	['E0173']	-5036	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
